Date,Open,High,Low,Close,Volume,Turnover
2024-06-27,47.100,58.200,43.550,52.600,17850500,1164919420.000
2024-07-01,54.800,63.400,54.800,59.600,2450880,186539498.000
2024-07-02,59.750,61.200,54.700,57.650,976500,72961405.000
2024-07-03,57.650,67.200,57.600,65.850,1002500,80805607.000
2024-07-04,66.650,72.100,61.650,64.850,680600,57081255.000
2024-07-07,65.100,69.550,64.450,67.800,357900,30283390.000
2024-07-08,67.600,70.450,67.000,68.100,221700,19050345.000
2024-07-09,68.100,69.400,65.800,67.600,230500,19456175.000
2024-07-10,67.400,68.400,65.350,67.600,300000,25352385.000
2024-07-11,67.950,69.600,66.850,67.800,176200,15105817.000
2024-07-14,66.300,69.150,66.300,68.900,98400,8421780.000
2024-07-15,68.900,72.500,68.600,69.550,161400,14219810.000
2024-07-16,71.350,71.600,63.550,64.200,301600,25409392.000
2024-07-17,64.200,67.050,63.050,64.250,265100,21874145.000
2024-07-18,63.800,64.850,62.100,64.100,270400,21772568.000
2024-07-21,63.650,65.700,62.700,64.600,276800,22651995.000
2024-07-22,64.600,65.100,62.650,63.500,127100,10279000.000
2024-07-23,63.100,63.100,59.600,59.600,153800,12051110.000
2024-07-24,59.150,60.800,54.600,59.100,320600,24080489.000
2024-07-25,58.600,58.600,56.100,57.100,126200,9400045.000
2024-07-28,58.600,64.300,58.600,62.750,150408,11945304.000
2024-07-29,62.800,65.600,60.700,65.600,80600,6544460.000
2024-07-30,70.600,70.600,58.900,64.500,372020,30383234.000
2024-07-31,64.500,65.750,62.850,63.700,61400,5023276.000
2024-08-01,63.400,65.650,60.600,64.300,72500,5841520.000
2024-08-04,60.600,63.050,59.000,59.400,88800,6924415.000
2024-08-05,59.400,62.450,59.400,60.400,46900,3675720.000
2024-08-06,61.100,64.100,61.000,63.500,77600,6243450.000
2024-08-07,63.450,66.450,62.900,64.800,135700,11178323.000
2024-08-08,65.550,65.850,63.900,64.100,14400,1180785.000
2024-08-11,64.100,65.550,63.150,65.000,73500,6034855.000
2024-08-12,65.450,69.300,65.350,68.500,147600,12530074.000
2024-08-13,69.250,72.400,68.400,69.850,288300,25281657.000
2024-08-14,69.850,70.800,68.100,69.350,103000,8915370.000
2024-08-15,71.550,71.550,66.650,68.100,90900,7770537.000
2024-08-18,68.200,74.000,68.100,71.200,488100,43461608.000
2024-08-19,71.200,72.800,68.400,69.350,79000,6850640.000
2024-08-20,69.350,71.450,67.750,70.350,99000,8561837.000
2024-08-21,71.050,75.800,70.300,75.800,256200,23217765.000
2024-08-22,74.600,76.850,73.650,75.200,175100,16202730.000
2024-08-25,73.600,77.800,73.600,75.600,151000,14066370.000
2024-08-26,75.600,76.400,74.600,75.400,36700,3413725.000
2024-08-27,75.950,75.950,73.100,73.350,87700,8002712.000
2024-08-28,73.750,73.750,70.750,72.400,525300,46983581.000
2024-08-29,72.950,75.450,70.850,73.450,112600,10257535.000
2024-09-01,73.800,75.350,71.400,73.450,52100,4679425.000
2024-09-02,73.350,75.300,72.100,75.100,34200,3119325.000
2024-09-03,73.350,76.350,73.350,75.600,97500,9044615.000
2024-09-04,74.200,76.350,73.600,76.100,118700,11000116.000
2024-09-08,76.100,77.100,72.650,74.550,229600,21085280.000
2024-09-09,74.150,87.100,66.650,85.600,2118500,200286215.000
2024-09-10,85.600,92.300,84.100,90.600,1160800,122832510.000
2024-09-11,91.700,96.600,89.600,90.900,1033785,113769260.000
