Date,Open,High,Low,Close,Volume,Turnover
2025-09-22,10.733,10.813,10.293,10.463,32374754,342495039.000
2025-09-23,10.393,10.663,10.283,10.493,26113782,276871448.000
2025-09-24,10.563,10.563,10.293,10.363,21782274,229547944.000
2025-09-25,10.373,10.513,10.253,10.353,14662985,154179889.000
2025-09-28,10.373,11.573,10.283,11.383,86247234,972890101.000
2025-09-29,11.383,11.793,11.313,11.703,48087304,564885525.000
2025-10-01,11.603,11.613,11.243,11.483,10492367,121226242.000
2025-10-02,11.453,11.633,11.273,11.413,7530085,87113883.000
2025-10-05,11.503,11.593,11.313,11.513,5826960,67785429.000
2025-10-07,11.513,11.523,11.083,11.473,9320510,106538731.000
2025-10-08,11.523,11.713,11.223,11.673,37125108,433247433.000
2025-10-09,11.563,11.953,11.353,11.423,38665449,454903092.000
2025-10-12,10.863,11.383,10.793,11.333,46675316,525660961.000
2025-10-13,11.343,11.813,11.033,11.133,39257078,452146945.000
2025-10-14,11.283,11.713,11.283,11.593,47881062,560402290.000
2025-10-15,11.793,12.053,11.523,11.743,41694913,497658326.000
2025-10-16,11.833,11.833,11.053,11.153,35156390,401620691.000
2025-10-19,11.363,11.363,11.013,11.093,26615000,299499990.000
2025-10-20,11.223,11.633,11.193,11.373,36250151,419829184.000
2025-10-21,11.413,11.433,11.133,11.183,14927166,169947973.000
2025-10-22,11.193,11.393,10.983,11.343,22029030,249344240.000
2025-10-23,11.433,11.713,11.363,11.663,31863895,373865189.000
2025-10-26,11.863,12.163,11.663,11.843,67912695,817679040.000
2025-10-27,11.843,11.933,11.543,11.633,22236516,263214348.000
2025-10-29,11.913,11.913,11.263,11.443,51298059,595860310.000
2025-10-30,11.463,11.463,11.023,11.043,48363737,546616944.000
2025-11-02,11.053,11.133,10.833,11.093,18344698,204183995.000
2025-11-03,11.123,11.123,10.833,10.853,20318585,224766936.000
2025-11-04,10.823,10.903,10.583,10.843,18841474,205530018.000
2025-11-05,10.933,11.243,10.933,11.233,18070089,203771527.000
