Date,Open,High,Low,Close,Volume,Turnover
2022-01-20,10.260,10.620,10.180,10.540,3143911,33970925.000
2022-01-23,10.360,10.640,10.140,10.260,3020000,32263544.000
2022-01-24,10.100,10.360,9.940,10.040,4136000,43369506.000
2022-01-25,10.260,10.340,9.860,9.900,2332200,24183928.000
2022-01-26,9.860,9.860,9.250,9.680,1460400,14472102.000
2022-01-27,9.590,9.590,9.310,9.540,1119306,10976728.000
2022-01-30,9.580,9.800,9.580,9.680,783925,7833629.000
2022-02-03,9.680,9.960,9.180,9.230,2070988,20014379.000
2022-02-06,9.240,9.350,8.510,8.630,6218199,56506180.000
2022-02-07,8.680,8.890,8.490,8.820,2263401,20430053.000
2022-02-08,8.910,8.910,8.600,8.730,3494268,31662243.000
2022-02-09,8.770,8.830,8.550,8.750,2758332,24803826.000
2022-02-10,8.750,8.780,8.650,8.750,1733550,15631250.000
2022-02-13,8.730,9.030,8.490,8.950,2869575,26206256.000
2022-02-14,8.930,9.030,8.610,8.720,3196464,28983402.000
2022-02-15,8.630,8.950,8.630,8.940,2310204,21174500.000
2022-02-16,8.830,9.030,8.700,8.790,1465330,13413801.000
2022-02-17,8.730,9.030,8.710,8.930,1712327,15785514.000
2022-02-20,8.810,8.880,8.680,8.700,1486600,13530964.000
2022-02-21,8.860,8.860,8.540,8.560,1476512,13161285.000
2022-02-22,8.570,8.740,8.520,8.520,2123000,18945540.000
2022-02-23,8.530,8.530,7.980,8.060,3430200,29313354.000
2022-02-24,8.180,8.320,8.040,8.110,1706200,14513130.000
2022-02-27,8.200,8.220,7.980,8.200,1762200,14754642.000
2022-02-28,8.270,8.270,8.030,8.090,1991400,16865810.000
2022-03-01,7.990,8.210,7.870,7.960,1813000,15035894.000
2022-03-02,8.070,8.070,7.810,7.880,1842000,15150672.000
2022-03-03,7.820,7.840,7.600,7.620,2613600,20946772.000
2022-03-06,7.620,7.620,7.230,7.250,1984600,15106488.000
2022-03-07,7.220,7.220,6.280,6.360,8711200,60512174.000
2022-03-08,6.380,6.560,6.120,6.410,5592200,37389830.000
2022-03-09,6.560,6.830,6.560,6.710,3332600,23454676.000
2022-03-10,6.550,6.550,6.050,6.350,2617295,17224640.000
2022-03-13,6.180,6.180,5.600,5.630,3146600,19392603.000
2022-03-14,5.500,5.610,4.980,5.030,4717000,26234911.000
2022-03-15,5.480,6.060,5.070,5.910,5728200,34355460.000
2022-03-16,6.460,6.500,6.060,6.390,4471800,29450014.000
2022-03-17,6.390,6.750,6.230,6.630,2141200,14719020.000
2022-03-20,6.560,6.750,6.480,6.480,2189634,15190085.000
2022-03-21,6.430,6.630,6.340,6.590,2129800,14471216.000
2022-03-22,6.650,6.990,6.600,6.720,3507884,25135902.000
2022-03-23,6.760,6.940,6.640,6.820,1986400,14181759.000
2022-03-24,6.820,6.820,6.230,6.310,2126800,14355119.000
2022-03-27,6.090,6.180,5.810,5.840,3952400,24772897.000
2022-03-28,6.080,6.160,5.880,6.050,1690800,10817208.000
2022-03-29,6.260,6.390,6.060,6.350,2399100,15914101.000
2022-03-30,6.400,6.500,6.180,6.200,309500,2031602.000
2022-03-31,6.180,6.180,5.900,6.010,769600,4865971.000
2022-04-03,6.070,6.380,6.040,6.200,1211400,7840984.000
2022-04-05,6.200,6.270,6.060,6.140,1905800,12339358.000
2022-04-06,6.090,6.130,5.820,5.860,1968200,12363384.000
2022-04-07,5.800,5.880,5.730,5.780,1292400,7884624.000
2022-04-10,5.800,5.800,5.480,5.480,1966000,11612726.000
2022-04-11,5.560,5.980,5.500,5.880,2385926,14578798.000
2022-04-12,5.880,5.920,5.710,5.890,1316800,8085909.000
2022-04-13,5.940,6.270,5.920,6.170,1518000,9819830.000
2022-04-18,6.080,6.080,5.660,5.740,3044800,18729583.000
2022-04-19,5.780,6.020,5.710,5.930,1249000,7771014.000
2022-04-20,5.820,5.980,5.680,5.720,1481600,9065292.000
2022-04-21,5.640,5.770,5.530,5.690,1041000,6193123.000
2022-04-24,5.580,5.580,5.060,5.130,5330000,29513801.000
2022-04-25,5.140,5.440,5.140,5.310,1209000,6810942.000
2022-04-26,5.310,5.710,5.310,5.630,1674600,9820906.000
2022-04-27,5.580,5.650,5.410,5.630,752000,4408752.000
2022-04-28,5.540,6.040,5.500,5.940,1441400,8877272.000
2022-05-02,5.930,6.050,5.740,5.780,509600,3164660.000
2022-05-03,5.740,5.740,5.320,5.340,1564200,8983788.000
2022-05-04,5.570,5.570,5.260,5.370,2291200,13050889.000
2022-05-05,5.240,5.270,5.100,5.220,1557800,8537476.000
2022-05-09,5.160,5.280,4.990,5.210,1158400,6311676.000
2022-05-10,5.260,5.410,5.050,5.150,1435263,8018303.000
2022-05-11,5.100,5.350,4.980,5.020,1526800,8207625.000
2022-05-12,5.020,5.280,5.020,5.200,1169000,6438638.000
2022-05-15,5.380,5.430,5.240,5.270,1029199,5788946.000
2022-05-16,5.380,5.540,5.340,5.520,2340200,13590889.000
2022-05-17,5.520,5.530,5.380,5.440,1169200,6738947.000
2022-05-18,5.330,5.360,5.240,5.250,972800,5451386.000
2022-05-19,5.320,5.550,5.290,5.430,1431400,8267810.000
2022-05-22,5.430,5.620,5.430,5.550,2132200,12490018.000
2022-05-23,5.560,5.600,5.290,5.290,1056000,6029275.000
2022-05-24,5.250,5.310,5.160,5.270,1551200,8630590.000
2022-05-25,5.290,5.330,5.160,5.260,489000,2725234.000
2022-05-26,5.410,5.510,5.230,5.270,967137,5480344.000
2022-05-29,5.370,5.680,5.370,5.650,2634600,15492033.000
2022-05-30,5.650,5.990,5.600,5.910,3465600,21423028.000
2022-05-31,5.910,6.320,5.810,6.280,3162400,20423336.000
2022-06-01,6.280,6.280,6.110,6.220,1614600,10503058.000
2022-06-05,6.220,6.460,6.150,6.440,1000800,6657646.000
2022-06-06,6.440,6.520,6.330,6.480,1239600,8394115.000
2022-06-07,6.570,6.630,6.410,6.570,1931100,13258641.000
2022-06-08,6.610,6.660,6.370,6.460,1346600,9136731.000
2022-06-09,6.340,6.570,6.330,6.530,1289600,8754570.000
2022-06-12,6.440,6.520,6.150,6.300,1151820,7654107.000
2022-06-13,6.340,6.340,6.090,6.300,1696200,11035554.000
2022-06-14,6.280,6.480,6.280,6.400,1037200,6985448.000
2022-06-15,6.480,6.570,6.390,6.450,1718600,11687712.000
2022-06-16,6.400,6.540,6.160,6.160,2633000,17343329.000
2022-06-19,6.200,6.390,6.140,6.290,2261000,14850476.000
2022-06-20,6.270,6.570,6.270,6.560,3862108,25392535.000
2022-06-21,6.560,6.600,6.300,6.300,1230600,8308024.000
2022-06-22,6.510,6.510,6.300,6.410,853999,5719995.000
2022-06-23,6.530,6.760,6.400,6.720,3233600,22240812.000
2022-06-26,6.750,7.280,6.750,7.160,8263219,61397083.000
2022-06-27,7.250,8.090,6.950,7.740,8492736,66705079.000
