Date,Open,High,Low,Close,Volume,Turnover
2022-01-20,19.400,19.600,19.120,19.520,21026235,408198772.000
2022-01-23,19.400,19.660,19.320,19.480,13493400,262573616.000
2022-01-24,19.300,19.540,18.820,19.020,22099687,422120601.000
2022-01-25,19.140,19.260,18.720,19.040,17554972,334139918.000
2022-01-26,19.000,19.000,18.760,18.900,12698300,239705288.000
2022-01-27,18.960,18.960,18.300,18.780,17925226,333204695.000
2022-01-30,18.320,18.700,18.320,18.680,2740880,50970866.000
2022-02-03,18.840,19.060,18.780,18.940,6191800,117503340.000
2022-02-06,18.860,19.160,18.860,19.000,13680041,259528332.000
2022-02-07,18.940,19.080,18.740,18.840,14033924,265332783.000
2022-02-08,19.000,19.660,18.980,19.500,28712545,558895508.000
2022-02-09,19.740,19.920,19.400,19.660,22350828,439746425.000
2022-02-10,20.200,20.500,19.960,20.150,62860294,1272742160.000
2022-02-13,20.150,20.400,19.980,20.200,22658016,457284696.000
2022-02-14,20.150,20.750,20.150,20.550,23055195,472668452.000
2022-02-15,20.800,20.950,20.600,20.650,29605609,615766798.000
2022-02-16,20.800,20.800,19.960,20.250,24974603,506200528.000
2022-02-17,20.000,20.400,19.980,20.200,14927440,301291739.000
2022-02-20,20.050,20.250,19.980,20.100,16013428,321586341.000
2022-02-21,19.900,19.960,19.300,19.660,28760953,562997821.000
2022-02-22,19.840,20.400,19.640,20.200,29793506,599728163.000
2022-02-23,20.000,20.500,19.400,19.700,40923296,813749052.000
2022-02-24,20.000,20.150,19.580,19.800,23462389,466054997.000
2022-02-27,19.760,19.920,19.300,19.600,18019705,351832843.000
2022-02-28,19.620,19.780,19.360,19.520,15769955,307999638.000
2022-03-01,19.420,19.560,18.800,18.840,27582995,527164003.000
2022-03-02,19.000,19.200,18.640,18.640,23747182,448720321.000
2022-03-03,18.380,18.860,18.080,18.080,34502217,633385891.000
2022-03-06,17.980,17.980,17.320,17.500,51497097,902555330.000
2022-03-07,17.480,17.640,17.040,17.240,38935956,673844176.000
2022-03-08,17.880,18.160,17.280,17.640,58317231,1034904923.000
2022-03-09,18.100,18.600,18.000,18.080,32755098,597967153.000
2022-03-10,17.800,18.120,17.280,18.080,38802313,684886382.000
2022-03-13,17.720,17.920,16.880,17.060,43739493,756396065.000
2022-03-14,16.600,17.000,14.960,15.140,100702374,1598200167.000
2022-03-15,15.620,16.640,15.320,16.500,85689397,1370777485.000
2022-03-16,17.280,17.500,16.800,17.060,58248896,1000133040.000
2022-03-17,16.980,17.200,16.660,17.020,23383753,395612217.000
2022-03-20,17.280,18.000,17.120,17.420,36265742,637443165.000
2022-03-21,17.380,17.720,17.260,17.700,19296900,337740057.000
2022-03-22,17.520,18.720,17.520,18.140,58179955,1061668508.000
2022-03-23,18.100,18.240,17.500,17.640,27090144,484621111.000
2022-03-24,17.860,18.120,16.760,16.800,43335055,746551702.000
2022-03-27,16.800,17.240,16.520,16.940,21116243,357251989.000
2022-03-28,16.960,17.280,16.820,17.040,13847857,235950134.000
2022-03-29,17.300,17.560,17.120,17.340,22076942,383941429.000
