Date,Open,High,Low,Close,Volume,Turnover
2025-09-22,641.500,643.500,627.000,635.500,15293080,9697688016.000
2025-09-23,633.500,651.000,628.000,648.500,18440788,11854753855.000
2025-09-24,651.000,659.000,643.500,650.000,17384258,11337641855.000
2025-09-25,645.000,653.000,640.000,644.000,19504951,12617897920.000
2025-09-28,649.500,664.500,647.500,660.000,20489556,13492727746.000
2025-09-29,658.000,666.500,657.500,663.000,20610633,13653530623.000
2025-10-01,667.500,683.000,665.500,676.500,17137745,11602077362.000
2025-10-02,677.000,680.000,670.000,673.500,7125093,4802401785.000
2025-10-05,675.000,682.500,670.000,677.500,7828323,5290177514.000
2025-10-07,680.000,680.000,669.500,675.000,10540730,7110636784.000
2025-10-08,675.000,681.000,665.500,675.500,14454705,9752967437.000
2025-10-09,669.000,669.000,647.500,651.500,19904705,13051085790.000
2025-10-12,630.000,648.500,622.500,639.000,38012175,24133784941.000
2025-10-13,642.500,644.000,617.000,621.000,26797863,16792282108.000
2025-10-14,624.500,633.000,620.500,627.000,18381023,11538283646.000
2025-10-15,626.000,629.000,615.500,620.000,14285465,8878516698.000
2025-10-16,618.500,620.500,602.500,608.000,18654519,11370789563.000
2025-10-19,624.000,632.500,621.500,627.500,14963360,9379379881.000
2025-10-20,643.000,644.000,630.000,630.500,14171988,9028696332.000
2025-10-21,626.000,629.000,616.500,623.500,9979448,6212763895.000
2025-10-22,620.000,636.000,618.000,633.000,12419348,7782734766.000
2025-10-23,639.000,641.500,633.500,637.500,11997034,7648872118.000
2025-10-26,649.000,656.000,646.000,656.000,16043970,10461683006.000
2025-10-27,656.000,656.000,641.000,645.000,16295470,10562802667.000
2025-10-29,657.000,664.000,645.000,651.000,21772780,14256261211.000
2025-10-30,651.500,655.000,629.000,629.000,20578283,13087941470.000
2025-11-02,630.500,634.000,622.500,628.000,11591004,7277219053.000
2025-11-03,631.000,640.000,625.500,629.000,14972125,9460748363.000
2025-11-04,621.000,632.000,613.000,629.000,13309811,8309972605.000
2025-11-05,629.500,645.500,629.500,644.000,13081287,8382246994.000
2025-11-06,638.000,643.000,628.500,634.000,13314360,8434344187.000
2025-11-09,641.000,651.000,641.000,649.500,14513815,9386838459.000
2025-11-10,662.000,662.000,641.000,650.000,13087772,8483781693.000
2025-11-11,655.000,658.500,652.000,657.000,13658568,8960743999.000
2025-11-12,649.500,660.000,645.000,656.000,17299913,11283368344.000
2025-11-13,645.000,659.000,640.000,641.000,19956444,12900520613.000
2025-11-16,640.000,642.500,633.000,636.500,13794477,8785917134.000
2025-11-17,628.000,641.000,620.500,623.500,18818609,11791388064.000
2025-11-18,627.500,631.500,619.500,622.500,13959708,8712756872.000
2025-11-19,626.500,630.500,615.500,621.000,14015988,8688329736.000
2025-11-20,610.000,615.000,606.000,610.000,23732050,14481878345.000
2025-11-23,615.000,627.500,613.500,624.500,22376801,13930485181.000
2025-11-24,633.000,635.000,620.500,625.000,14877620,9326512821.000
2025-11-25,628.500,630.000,618.000,619.500,14429595,8976231354.000
2025-11-26,618.000,620.500,609.000,611.500,15493209,9503092331.000
2025-11-27,611.500,617.000,608.500,611.500,13216245,8086903031.000
2025-11-30,613.500,623.000,613.000,619.500,12643338,7813043126.000
2025-12-01,625.500,626.000,615.000,617.000,11460186,7090479118.000
2025-12-02,616.000,616.000,608.500,611.000,11002158,6722780099.000
2025-12-03,610.000,613.000,605.000,612.000,15329748,9330280581.000
2025-12-04,605.000,611.000,604.000,610.000,14638391,8902501918.000
2025-12-07,607.500,609.500,604.000,605.000,13421327,8134379992.000
2025-12-08,609.500,610.000,596.000,602.500,17431321,10484820078.000
2025-12-09,602.000,603.000,595.000,603.000,14750743,8842611858.000
2025-12-10,609.000,612.000,599.000,601.500,12480887,7536004575.000
2025-12-11,608.000,616.000,601.500,616.000,17825495,10871536434.000
2025-12-14,606.000,608.500,602.000,603.000,15165502,9186457680.000
2025-12-15,602.500,603.000,592.000,596.500,15987678,9521250035.000
2025-12-16,597.000,606.000,594.500,605.000,14824785,8913471531.000
2025-12-17,601.000,606.000,599.000,605.000,10153604,6118191950.000
2025-12-18,610.000,617.500,607.000,614.000,17765762,10899320074.000
2025-12-21,620.000,621.500,610.000,614.500,13868060,8519903911.000
2025-12-22,613.500,614.500,601.500,602.000,15623392,9448325534.000
2025-12-23,598.000,604.500,598.000,603.000,7324553,4407029326.000
2025-12-28,606.000,611.000,596.000,596.500,18502650,11132678825.000
2025-12-29,598.500,601.000,594.000,600.000,13582535,8129374890.000
2025-12-30,597.500,602.500,596.000,599.000,10838209,6491607235.000
2026-01-01,600.500,624.500,600.500,623.000,16200058,10010377766.000
2026-01-04,624.000,628.000,615.500,624.500,19947025,12449753887.000
2026-01-05,627.000,638.500,626.000,632.500,24168431,15313854511.000
2026-01-06,627.500,629.500,615.000,624.500,21378622,13276699447.000
2026-01-07,618.500,621.000,610.000,616.000,18742539,11517454670.000
2026-01-08,616.000,617.000,610.000,611.000,17813669,10905861546.000
2026-01-11,616.000,627.500,613.500,623.000,27530129,17094929270.000
2026-01-12,637.000,639.000,622.500,627.500,24212695,15223559034.000
2026-01-13,634.000,638.500,626.000,633.000,28677291,18145947867.000
2026-01-14,631.000,632.500,618.500,622.000,26194252,16373184856.000
2026-01-15,627.000,630.000,613.500,617.500,20616793,12738149855.000
2026-01-18,613.500,614.500,608.500,610.000,13233330,8085158357.000
2026-01-19,601.000,607.000,598.000,601.000,24332228,14637834605.000
2026-01-20,598.000,606.000,598.000,602.500,16003431,9625116160.000
2026-01-21,604.500,605.500,596.000,597.500,27168713,16278457326.000
2026-01-22,597.500,602.000,595.000,595.000,19177660,11445681352.000
2026-01-25,595.000,605.000,594.000,599.500,17439619,10437731314.000
2026-01-26,600.000,610.500,598.500,607.000,23887447,14458720764.000
2026-01-27,613.000,623.000,610.500,621.000,25577066,15812292185.000
2026-01-28,614.500,625.000,612.500,622.000,22951530,14255212249.000
2026-01-29,615.000,619.500,605.500,606.000,21479886,13126677309.000
2026-02-01,598.000,604.500,590.500,598.500,27926332,16667624948.000
2026-02-02,598.500,601.500,561.000,581.000,65128647,37562016592.000
2026-02-03,572.000,574.500,558.000,558.000,60374834,34030535809.000
2026-02-04,550.000,561.500,541.000,558.500,79306977,43460897175.000
2026-02-05,546.000,557.500,543.000,547.500,35402860,19472346757.000
2026-02-08,550.000,562.500,550.000,560.000,26375723,14680203940.000
2026-02-09,563.000,566.000,547.000,551.000,29211865,16193933207.000
2026-02-10,543.000,550.500,543.000,548.000,23759058,12991880860.000
2026-02-11,537.000,541.000,530.500,535.500,39790780,21258224270.000
2026-02-12,525.500,534.500,525.000,532.000,26900740,14233832931.000
