Date,Open,High,Low,Close,Volume,Turnover
2022-01-20,4.572,4.812,4.512,4.682,4697681,23465516.000
2022-01-23,4.682,4.682,4.542,4.542,1879371,9177153.000
2022-01-24,4.542,4.562,4.382,4.452,3748000,17807147.000
2022-01-25,4.452,4.612,4.452,4.552,2343100,11327225.000
2022-01-26,4.492,4.502,4.292,4.362,2682379,12495230.000
2022-01-27,4.362,4.432,4.262,4.392,2153000,10020490.000
2022-01-30,4.392,4.592,4.392,4.562,1214000,5843670.000
2022-02-03,4.562,4.672,4.492,4.612,2742048,13377948.000
2022-02-06,4.572,4.612,4.402,4.462,4074579,19361083.000
2022-02-07,4.472,4.552,4.442,4.532,3081200,14724566.000
2022-02-08,4.572,4.692,4.472,4.642,4393000,21497851.000
2022-02-09,4.612,4.752,4.592,4.642,2447000,12035975.000
2022-02-10,4.642,4.642,4.472,4.502,1955000,9432554.000
2022-02-13,4.502,4.642,4.502,4.542,2037300,9927402.000
2022-02-14,4.682,4.682,4.542,4.592,2057000,10108700.000
2022-02-15,4.612,4.672,4.592,4.642,1512000,7433938.000
2022-02-16,4.662,4.662,4.602,4.632,1358000,6674141.000
2022-02-17,4.602,4.672,4.592,4.612,1176000,5767277.000
2022-02-20,4.602,4.662,4.492,4.582,2270116,11025664.000
2022-02-21,4.532,4.532,4.362,4.472,2286000,10749220.000
2022-02-22,4.532,4.652,4.462,4.622,2956000,14424120.000
2022-02-23,4.592,4.592,4.352,4.392,2845217,13413838.000
2022-02-24,4.442,4.582,4.382,4.512,1772000,8516560.000
2022-02-27,4.512,4.542,4.252,4.382,2875000,13368370.000
2022-02-28,4.352,4.502,4.302,4.462,1695000,8036125.000
2022-03-01,4.412,4.462,4.292,4.332,2116000,9786720.000
2022-03-02,4.332,4.382,4.212,4.222,1502000,6835100.000
2022-03-03,4.162,4.162,3.962,4.012,4032000,17389860.000
2022-03-06,4.012,4.032,3.782,3.862,3611470,15098448.000
2022-03-07,3.852,4.102,3.852,3.922,5282600,22660671.000
2022-03-08,3.912,3.982,3.742,3.882,4156000,17025070.000
2022-03-09,3.992,4.122,3.932,3.972,3758800,16211886.000
2022-03-10,3.972,4.002,3.732,3.932,4495000,18636320.000
2022-03-13,3.932,3.932,3.502,3.532,4728000,18651035.000
2022-03-14,3.532,3.642,3.232,3.272,7318317,26808649.000
2022-03-15,3.512,3.772,3.322,3.752,5295900,20097257.000
2022-03-16,4.012,4.162,3.922,4.122,5022000,21767780.000
2022-03-17,4.082,4.082,3.762,3.852,6579924,27300565.000
2022-03-20,3.912,3.922,3.772,3.882,3135118,13009707.000
2022-03-21,3.882,3.962,3.812,3.882,6450950,26716283.000
2022-03-22,3.912,3.932,3.812,3.832,5576731,23068861.000
2022-03-23,3.832,3.992,3.822,3.882,4803000,20158834.000
2022-03-24,3.902,3.942,3.672,3.712,4373363,17673074.000
2022-03-27,3.702,3.702,3.472,3.612,4176000,16274180.000
2022-03-28,3.612,3.742,3.412,3.692,5609940,21761101.000
2022-03-29,3.562,3.702,3.512,3.522,4691000,18101872.000
2022-03-30,3.572,3.592,3.372,3.452,4713633,17630475.000
2022-03-31,3.452,3.472,3.282,3.382,3861000,14005945.000
2022-04-03,3.372,3.622,3.372,3.572,3286400,12668996.000
2022-04-05,3.442,3.562,3.372,3.372,3860894,14306653.000
2022-04-06,3.322,3.392,3.192,3.202,6607000,23369411.000
2022-04-07,3.202,3.212,3.022,3.082,3950159,13345222.000
2022-04-10,3.092,3.092,2.882,2.892,3174000,10167010.000
2022-04-11,3.152,3.342,3.032,3.092,10993753,38151157.000
2022-04-12,3.092,3.182,3.022,3.092,2761000,9361175.000
2022-04-13,3.092,3.192,3.072,3.162,1569000,5398110.000
2022-04-18,3.162,3.162,2.932,3.012,2381300,7834834.000
2022-04-19,3.162,3.162,2.932,2.942,2341400,7622659.000
2022-04-20,2.912,2.952,2.792,2.882,4296000,13456920.000
2022-04-21,2.752,2.912,2.752,2.842,2395941,7525862.000
2022-04-24,2.812,2.822,2.682,2.682,4782910,14422303.000
2022-04-25,2.692,2.922,2.692,2.842,4680323,14615081.000
2022-04-26,2.772,2.892,2.772,2.812,1580300,4933723.000
2022-04-27,2.812,2.852,2.762,2.842,1478933,4579751.000
2022-04-28,2.832,3.012,2.782,2.982,2950500,9442330.000
2022-05-02,3.062,3.062,2.922,3.022,876731,2895062.000
2022-05-03,2.962,2.962,2.822,2.842,1485090,4686459.000
2022-05-04,2.882,2.932,2.822,2.832,1993429,6316319.000
2022-05-05,2.792,2.792,2.702,2.742,1531119,4641383.000
2022-05-09,2.712,2.712,2.592,2.642,3410407,9990427.000
2022-05-10,2.642,2.752,2.632,2.682,1437457,4313180.000
2022-05-11,2.702,2.722,2.582,2.632,1523159,4443303.000
2022-05-12,2.692,2.702,2.592,2.652,2279200,6683130.000
2022-05-15,2.722,2.772,2.662,2.692,1563941,4669325.000
2022-05-16,2.742,2.822,2.722,2.812,2820515,8692015.000
