Date,Open,High,Low,Close,Volume,Turnover
2022-01-20,86.832,89.465,86.435,87.776,26709454,2340827407.000
2022-01-23,85.640,85.789,83.553,84.696,18516223,1567551943.000
2022-01-24,82.908,84.646,81.666,82.411,17211314,1422406242.000
2022-01-25,82.908,88.918,82.908,85.739,30876358,2675344973.000
2022-01-26,83.057,84.000,80.324,81.815,17333759,1414874393.000
2022-01-27,81.914,82.709,78.288,81.964,14992078,1218357251.000
2022-01-30,83.752,88.322,83.752,87.378,18214044,1575785065.000
2022-02-03,88.223,89.862,86.534,89.067,19474569,1729227261.000
2022-02-06,87.875,89.216,85.242,88.819,15474282,1356988224.000
2022-02-07,88.769,89.912,87.428,89.365,15406375,1367702023.000
2022-02-08,91.005,94.929,90.458,94.035,33384472,3103745821.000
2022-02-09,93.737,96.370,90.955,93.886,20677863,1930416146.000
2022-02-10,92.197,95.078,90.160,91.750,13826193,1274622378.000
2022-02-13,90.607,91.104,88.223,89.167,9888719,884765188.000
2022-02-14,88.720,90.905,88.422,90.011,8441347,760561405.000
2022-02-15,92.892,95.177,92.097,94.979,18013422,1696268679.000
2022-02-16,94.929,98.754,93.091,98.158,22314660,2172986144.000
2022-02-17,97.015,97.959,89.415,93.389,24605214,2324734785.000
2022-02-20,91.402,92.197,84.746,86.584,30935520,2732726615.000
2022-02-21,84.746,89.415,83.752,88.968,26946889,2334964335.000
2022-02-22,89.763,93.290,86.782,91.054,18271621,1653987604.000
2022-02-23,87.279,89.018,83.305,85.938,28512070,2448107833.000
2022-02-24,88.272,90.905,85.888,86.087,23715570,2076587405.000
2022-02-27,87.428,90.458,86.435,88.968,24119140,2133819013.000
2022-02-28,89.465,90.309,87.080,88.074,12241108,1079433250.000
2022-03-01,87.825,88.272,80.275,80.324,35250134,2903597071.000
2022-03-02,82.013,82.361,75.506,79.381,31579945,2474453555.000
2022-03-03,76.201,78.636,73.171,76.152,42015705,3212835031.000
2022-03-06,73.320,76.996,70.439,74.960,35220110,2611690631.000
2022-03-07,75.109,76.996,71.135,71.433,35681592,2599183823.000
