Date,Open,High,Low,Close,Volume,Turnover
2025-09-22,267.800,268.200,257.800,264.000,12897924,3374216399.000
2025-09-23,264.000,265.600,255.000,258.800,10970912,2836469111.000
2025-09-24,256.000,264.000,252.800,261.800,7969649,2074524194.000
2025-09-25,261.200,273.400,257.200,266.000,13667020,3637676719.000
2025-09-28,261.000,264.800,254.000,261.800,13745485,3572928282.000
2025-09-29,260.200,268.000,260.000,266.800,11330044,2995829274.000
2025-10-01,268.000,271.200,251.200,254.000,15691747,4019991985.000
2025-10-02,252.200,254.800,248.000,254.800,6867444,1731844505.000
2025-10-05,253.800,257.000,251.000,256.400,5023784,1278540440.000
2025-10-07,256.000,257.400,248.400,254.800,6736535,1704046517.000
2025-10-08,254.800,266.200,251.600,262.400,15733019,4087665515.000
2025-10-09,260.000,275.800,259.200,259.600,19390328,5159867088.000
2025-10-12,251.600,265.400,246.600,261.000,16909838,4333723888.000
2025-10-13,262.600,276.800,262.000,263.000,16443749,4416175511.000
2025-10-14,268.000,275.600,261.200,273.000,16828827,4585146289.000
2025-10-15,278.600,291.400,278.400,288.200,23707323,6815683197.000
2025-10-16,288.600,291.000,273.200,275.400,15746000,4426946417.000
2025-10-19,283.000,285.600,272.000,272.400,9999808,2757408632.000
2025-10-20,274.000,278.600,250.200,250.400,38051214,9828193123.000
2025-10-21,270.000,270.200,254.200,256.400,30024933,7859698449.000
2025-10-22,254.400,254.400,227.200,232.400,51708737,12141678229.000
2025-10-23,231.600,239.000,222.000,230.400,33845568,7772070495.000
2025-10-26,233.000,236.000,225.800,233.400,18760866,4343835445.000
2025-10-27,233.400,238.000,226.800,228.200,17421058,4035142130.000
2025-10-29,227.600,230.800,224.200,229.800,14110483,3215182009.000
2025-10-30,229.800,230.200,220.200,221.600,18450994,4112654845.000
2025-11-02,220.000,228.800,217.600,226.600,14769073,3314191149.000
2025-11-03,228.000,232.000,215.800,217.400,17833536,3911740213.000
2025-11-04,215.000,223.800,213.400,217.400,11680733,2553374367.000
2025-11-05,217.000,218.000,209.000,217.600,15141062,3236677190.000
2025-11-06,214.400,214.400,203.600,204.800,27874004,5759911881.000
2025-11-09,210.000,223.400,208.200,221.400,25440198,5541061292.000
2025-11-10,221.400,226.000,218.600,223.200,11144124,2476230655.000
2025-11-11,223.200,227.200,213.000,220.000,21140922,4621387048.000
2025-11-12,217.000,221.000,215.800,220.400,10272137,2250543353.000
2025-11-13,214.000,222.000,210.600,216.400,10654024,2315376613.000
2025-11-16,217.600,224.600,214.000,217.400,10881508,2380965502.000
2025-11-17,217.000,217.000,209.600,211.400,10028524,2123812112.000
2025-11-18,211.400,212.000,204.800,206.600,12533801,2588580034.000
2025-11-19,206.600,207.000,199.200,201.400,16813374,3388884535.000
2025-11-20,197.000,200.200,192.000,199.300,17492835,3434540591.000
2025-11-23,199.300,201.400,195.200,199.500,10147515,2020648693.000
2025-11-24,199.600,204.800,199.100,200.200,8690024,1752957045.000
2025-11-25,200.200,207.800,200.200,204.600,9561215,1959753131.000
2025-11-26,206.000,225.000,205.200,218.600,26978582,5897811725.000
2025-11-27,220.000,229.800,220.000,224.800,14756811,3338197029.000
2025-11-30,226.600,228.000,214.600,215.200,14665460,3211887645.000
2025-12-01,214.600,219.200,212.800,218.800,8847555,1923458521.000
2025-12-02,218.800,221.000,215.000,216.000,6450243,1401255191.000
2025-12-03,216.000,217.400,212.000,215.400,7839089,1677194988.000
